RJNA738191,SRR14825793,shoot,5℃___EMS26,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA738191,SRR14825794,shoot,5℃___EMS26,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA738191,SRR14825795,shoot,Normal___EMS26,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA738191,SRR14825796,shoot,Normal___EMS26,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA738179,SRR14825473,shoot,5℃___J8634_B_30,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA738179,SRR14825474,shoot,5℃___J8634_B_30,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA738179,SRR14825475,shoot,Normal___J8634_B_30,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA738179,SRR14825476,shoot,Normal___J8634_B_30,freezing_(5℃)___Cultivar,Transcriptome_analysis_of_J8634_B_30_and_EMS26_lines_before_and_after_freezing_treatment
PRJNA721751,SRR14263226,leaf,J9712_Drought,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263225,leaf,J9712_Normal,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263224,leaf,MYB65_Drought,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263223,leaf,MYB65_Normal,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263222,leaf,J9712_Drought,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263221,leaf,J9712_Normal,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263220,leaf,J9712_Drought,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263219,leaf,J9712_Normal,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263218,leaf,MYB65_Drought,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263217,leaf,MYB65_Normal,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263216,leaf,MYB65_Drought,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA721751,SRR14263215,leaf,MYB65_Normal,Drought___Cultivar,Comparison_of_transgenic_rapeseed_(MYB_65_and_J9712)_before_(N)_and_after_(D)_drought_stress
PRJNA718104,SRR14089763,Root,CH159_Root,Salt___Cultivar___Organ,Transcriptome_sequencing_of_rapeseed_plants_(salinity_resistant_genotype_(H159)_and_a_salinitysensitive_genotype_(L339))_to_salt_stress_(T:_treatment_and_C:_control),_which_is_used_to_identify_the_differentially_expressed_genes_responsive_to_200_mM_NaCl.
PRJNA718104,SRR14089762,Root,CH159_Root,Salt___Cultivar___Organ,Transcriptome_sequencing_of_rapeseed_plants_(salinity_resistant_genotype_(H159)_and_a_salinitysensitive_genotype_(L339))_to_salt_stress_(T:_treatment_and_C:_control),_which_is_used_to_identify_the_differentially_expressed_genes_responsive_to_200_mM_NaCl.
PRJNA718104,SRR14089751,Root,CH159_Root,Salt___Cultivar___Organ,Transcriptome_sequencing_of_rapeseed_plants_(salinity_resistant_genotype_(H159)_and_a_salinitysensitive_genotype_(L339))_to_salt_stress_(T:_treatment_and_C:_control),_which_is_used_to_identify_the_differentially_expressed_genes_responsive_to_200_mM_NaCl.
PRJNA718104,SRR14089740,Shoot,CH159_Shoot,Salt___Cultivar___Organ,Transcriptome_sequencing_of_rapeseed_plants_(salinity_resistant_genotype_(H159)_and_a_salinitysensitive_genotype_(L339))_to_salt_stress_(T:_treatment_and_C:_control),_which_is_used_to_identify_the_differentially_expressed_genes_responsive_to_200_mM_NaCl.
PRJNA718104,SRR14089729,Shoot,CH159_Shoot,Salt___Cultivar___Organ,Transcriptome_sequencing_of_rapeseed_plants_(salinity_resistant_genotype_(H159)_and_a_salinitysensitive_genotype_(L339))_to_salt_stress_(T:_treatment_and_C:_control),_which_is_used_to_identify_the_differentially_expressed_genes_responsive_to_200_mM_NaCl.
PRJNA718104,SRR14089726,Shoot,CH159_Shoot,Salt___Cultivar___Organ,Transcriptome_sequencing_of_rapeseed_plants_(salinity_resistant_genotype_(H159)_and_a_salinitysensitive_genotype_(L339))_to_salt_stress_(T:_treatment_and_C:_control),_which_is_used_to_identify_the_differentially_expressed_genes_responsive_to_200_mM_NaCl.
PRJNA718104,SRR14089725,Root,CL339_Root,Salt___Cultivar___Organ,Transcriptome_sequencing_of_rapeseed_plants_(salinity_resistant_genotype_(H159)_and_a_salinitysensitive_genotype_(L339))_to_salt_stress_(T:_treatment_and_C:_control),_which_is_used_to_identify_the_differentially_expressed_genes_responsive_to_200_mM_NaCl.
